 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CS           CS2        C2K2N2       C2N2NA2       FE(OH)2           FEO           FEH            HK           KOH           NAH          NAOH            HS        K2O2H2       NA2O2H2         H2SO4           H2S            K+            KO           KO-            K2           MGS            SN           NA+           NAO          NAO-           NA2            SO           S2O           SO2           SIS            S8            H2            N2            O2            S2           FES            C+            N+            O+           CNO           TIO          TIO2           TIC          TIC2           TIS          TICL         TICL2         TICL4           TI+            S+           SI+           FE+           C3H           CA+          CAOH       CA(OH)2           CAO           CAS           CA2           CAH           TIH           LI+           LIH           LIO          LIOH          LICL          NACL           KCL          CACL         CACL2           HCL           CL+           CL-          MGCL         MGCL2        MG2CL4          FECL         FECL2          ALCL         ALCL2         ALCL3        AL2CL6          SICL         SICL2         SICL3         SICL4           H2-           H2+           HE+            VO           VO2
  7.094222E+00  3.419602E+00  7.334200E+02  5.682770E+13  6.527502E-04  1.741163E+00  1.908228E-17  4.446961E-86  1.378323E+08  3.304416E+00  6.241338E-01  5.917841E-01  4.023075E+03  2.234203E+02  7.278612E+03  1.146476E+03  8.134980E-07  5.757254E-05  2.353155E-30  7.424102E+08  1.264747E-02  1.790055E-12  1.624339E-20  6.307943E-07  5.602632E+03  1.577266E-08  1.325653E-06  1.172035E-10  5.406142E-19  1.143446E-02  7.752628E-04  1.243461E-06  1.945791E-04  1.671782E+06  3.680898E-43  2.840284E+13  1.921010E+09  4.010349E-18  1.525849E+02  1.927423E+06  8.296165E-84  7.226927E-95  1.482627E-86  8.004156E-18  7.656183E+00  2.195654E+04  1.410442E-23  7.255597E-31  7.182395E-02  3.119381E-08  1.729381E-04  2.656227E-14  9.521299E-34  5.644259E-52  1.776612E-46  1.078156E-23  1.030727E-24  4.369415E-16  3.013653E+05  1.198277E+08  7.501805E-07  4.853886E+02  1.703854E-12  1.619941E-03  7.810071E-15  5.787075E-17  1.256059E-04  7.999271E-16  2.400207E+01  6.133953E+02  6.424146E+06  3.249672E+06  3.381329E+03  4.137847E+06  2.673287E+03  1.965588E-74  6.739331E-05  4.538694E+01  1.485304E+03  2.772130E-08  1.790017E-01  4.674926E+03  1.949465E+03  1.379375E-03  2.984692E-06  1.134333E-29  3.350624E-16  1.785832E-13  2.085169E-21  5.390047E-27  4.670369E-16  3.850485E-61  1.000000E-99  1.122614E+02  4.835699E+05
  1.419191E+01  3.419604E+00  7.334200E+02  5.682773E+13  6.513297E-04  1.730319E+00  1.917967E-17  4.464536E-86  1.359628E+08  3.265744E+00  6.179934E-01  5.921728E-01  4.018137E+03  2.234384E+02  7.265495E+03  1.141822E+03  8.115016E-07  5.736519E-05  2.326004E-30  7.393966E+08  1.265158E-02  1.787858E-12  1.622883E-20  6.316222E-07  5.555561E+03  1.570863E-08  1.325322E-06  1.169923E-10  5.398188E-19  1.143630E-02  7.706617E-04  1.231062E-06  1.930601E-04  1.668108E+06  3.563015E-43  2.840288E+13  1.921011E+09  3.995268E-18  1.513483E+02  1.900709E+06  8.309146E-84  7.224576E-95  1.479353E-86  8.004208E-18  7.670477E+00  2.195610E+04  1.418420E-23  7.310438E-31  7.180105E-02  3.127266E-08  1.731628E-04  2.653165E-14  9.553924E-34  5.619500E-52  1.779351E-46  1.067196E-23  1.036588E-24  4.383644E-16  3.018772E+05  1.198052E+08  7.514546E-07  4.851519E+02  1.716102E-12  1.625754E-03  7.839422E-15  5.792407E-17  1.257632E-04  7.994209E-16  2.398688E+01  6.134106E+02  6.416791E+06  3.247820E+06  3.389302E+03  4.142523E+06  2.670015E+03  1.962540E-74  6.733310E-05  4.513376E+01  1.475209E+03  2.734574E-08  1.770233E-01  4.617593E+03  1.946150E+03  1.375343E-03  2.972321E-06  1.124948E-29  3.352782E-16  1.784793E-13  2.081402E-21  5.373720E-27  4.671922E-16  3.849226E-61  1.000000E-99  1.124733E+02  4.835700E+05
  2.838729E+01  3.419608E+00  7.334201E+02  5.682780E+13  6.485397E-04  1.709242E+00  1.937008E-17  4.498844E-86  1.323938E+08  3.191672E+00  6.061903E-01  5.929277E-01  4.008567E+03  2.234736E+02  7.240104E+03  1.132770E+03  8.076397E-07  5.696486E-05  2.274054E-30  7.335351E+08  1.265957E-02  1.783601E-12  1.620060E-20  6.332313E-07  5.464480E+03  1.558410E-08  1.324680E-06  1.165835E-10  5.382783E-19  1.143986E-02  7.617603E-04  1.207193E-06  1.901333E-04  1.660891E+06  3.343154E-43  2.840295E+13  1.921013E+09  3.966161E-18  1.489576E+02  1.849618E+06  8.334404E-84  7.220021E-95  1.473021E-86  8.004308E-18  7.698290E+00  2.195525E+04  1.434032E-23  7.418057E-31  7.175191E-02  3.142621E-08  1.735993E-04  2.647223E-14  9.617563E-34  5.571396E-52  1.784679E-46  1.046144E-23  1.048060E-24  4.411376E-16  3.028717E+05  1.197611E+08  7.539304E-07  4.846594E+02  1.740109E-12  1.637089E-03  7.896700E-15  5.802776E-17  1.260692E-04  7.984400E-16  2.395743E+01  6.134402E+02  6.402535E+06  3.244224E+06  3.404814E+03  4.151587E+06  2.663675E+03  1.956636E-74  6.721632E-05  4.464233E+01  1.455677E+03  2.662638E-08  1.732294E-01  4.507885E+03  1.939654E+03  1.367495E-03  2.948334E-06  1.106864E-29  3.356972E-16  1.782774E-13  2.074107E-21  5.342155E-27  4.674938E-16  3.846787E-61  1.000000E-99  1.128855E+02  4.835701E+05
  3.634505E+01  3.419610E+00  7.334201E+02  5.682783E+13  6.470032E-04  1.697760E+00  1.947444E-17  4.517618E-86  1.304848E+08  3.151916E+00  5.998323E-01  5.933386E-01  4.003369E+03  2.234927E+02  7.226328E+03  1.127834E+03  8.055459E-07  5.674824E-05  2.246198E-30  7.303391E+08  1.266392E-02  1.781289E-12  1.618525E-20  6.341080E-07  5.415086E+03  1.551620E-08  1.324331E-06  1.163617E-10  5.374419E-19  1.144179E-02  7.569332E-04  1.194315E-06  1.885529E-04  1.656918E+06  3.228352E-43  2.840300E+13  1.921015E+09  3.950415E-18  1.476620E+02  1.822240E+06  8.348179E-84  7.217547E-95  1.469589E-86  8.004363E-18  7.713461E+00  2.195477E+04  1.442597E-23  7.477266E-31  7.172254E-02  3.151004E-08  1.738370E-04  2.643990E-14  9.652361E-34  5.545199E-52  1.787584E-46  1.034811E-23  1.054354E-24  4.426526E-16  3.034133E+05  1.197368E+08  7.552788E-07  4.843726E+02  1.753301E-12  1.643285E-03  7.928033E-15  5.808428E-17  1.262360E-04  7.979072E-16  2.394143E+01  6.134563E+02  6.394790E+06  3.242267E+06  3.413273E+03  4.156512E+06  2.660232E+03  1.953432E-74  6.715284E-05  4.437496E+01  1.445085E+03  2.624031E-08  1.711905E-01  4.449061E+03  1.936086E+03  1.363213E-03  2.935298E-06  1.097097E-29  3.359251E-16  1.781675E-13  2.070146E-21  5.325052E-27  4.676579E-16  3.845462E-61  1.000000E-99  1.131105E+02  4.835702E+05
  5.226058E+01  3.419615E+00  7.334201E+02  5.682790E+13  6.439843E-04  1.675452E+00  1.967846E-17  4.554259E-86  1.268461E+08  3.075869E+00  5.876247E-01  5.941359E-01  3.993302E+03  2.235297E+02  7.199678E+03  1.118237E+03  8.014987E-07  5.633036E-05  2.192968E-30  7.241244E+08  1.267235E-02  1.776811E-12  1.615550E-20  6.358109E-07  5.319586E+03  1.538416E-08  1.323655E-06  1.159326E-10  5.358230E-19  1.144554E-02  7.476003E-04  1.169548E-06  1.855105E-04  1.649111E+06  3.014953E-43  2.840308E+13  1.921017E+09  3.920051E-18  1.451590E+02  1.769955E+06  8.374972E-84  7.212756E-95  1.462954E-86  8.004470E-18  7.742968E+00  2.195384E+04  1.459356E-23  7.593462E-31  7.166012E-02  3.167324E-08  1.742986E-04  2.637722E-14  9.720218E-34  5.494320E-52  1.793234E-46  1.013067E-23  1.066671E-24  4.456042E-16  3.044652E+05  1.196890E+08  7.578974E-07  4.837778E+02  1.779159E-12  1.655361E-03  7.989162E-15  5.819414E-17  1.265603E-04  7.968753E-16  2.391044E+01  6.134875E+02  6.379786E+06  3.238470E+06  3.429720E+03  4.166056E+06  2.653562E+03  1.947231E-74  6.702980E-05  4.385629E+01  1.424610E+03  2.550194E-08  1.672854E-01  4.336656E+03  1.929095E+03  1.354881E-03  2.910036E-06  1.078293E-29  3.363673E-16  1.779541E-13  2.062478E-21  5.292014E-27  4.679762E-16  3.842895E-61  1.000000E-99  1.135480E+02  4.835703E+05
  8.409164E+01  3.419624E+00  7.334202E+02  5.682805E+13  6.381387E-04  1.633177E+00  2.006966E-17  4.624299E-86  1.201976E+08  2.935980E+00  5.650068E-01  5.956437E-01  3.974339E+03  2.235996E+02  7.149588E+03  1.100015E+03  7.939025E-07  5.554910E-05  2.095222E-30  7.123251E+08  1.268828E-02  1.768377E-12  1.609937E-20  6.390373E-07  5.140303E+03  1.513348E-08  1.322379E-06  1.151262E-10  5.327763E-19  1.145261E-02  7.300735E-04  1.123511E-06  1.798449E-04  1.633996E+06  2.643524E-43  2.840324E+13  1.921022E+09  3.863317E-18  1.404657E+02  1.674082E+06  8.425852E-84  7.203734E-95  1.450503E-86  8.004676E-18  7.799007E+00  2.195201E+04  1.491550E-23  7.817937E-31  7.152193E-02  3.198375E-08  1.751729E-04  2.625887E-14  9.849726E-34  5.397947E-52  1.803958E-46  9.728336E-24  1.090338E-24  4.512270E-16  3.064567E+05  1.195966E+08  7.628553E-07  4.825103E+02  1.828989E-12  1.678389E-03  8.105929E-15  5.840252E-17  1.271757E-04  7.949312E-16  2.385207E+01  6.135464E+02  6.351514E+06  3.231289E+06  3.460938E+03  4.184048E+06  2.641001E+03  1.935569E-74  6.679770E-05  4.287632E+01  1.386175E+03  2.414440E-08  1.600839E-01  4.130292E+03  1.915628E+03  1.339048E-03  2.862398E-06  1.043277E-29  3.372032E-16  1.775507E-13  2.048051E-21  5.230093E-27  4.685776E-16  3.838058E-61  1.000000E-99  1.143795E+02  4.835707E+05
  1.477538E+02  3.419642E+00  7.334203E+02  5.682833E+13  6.270691E-04  1.556268E+00  2.079678E-17  4.753744E-86  1.088905E+08  2.695113E+00  5.255444E-01  5.983749E-01  3.940222E+03  2.237254E+02  7.059839E+03  1.066733E+03  7.803261E-07  5.416288E-05  1.927401E-30  6.907731E+08  1.271710E-02  1.753202E-12  1.599808E-20  6.449019E-07  4.819947E+03  1.467561E-08  1.320079E-06  1.136814E-10  5.273049E-19  1.146535E-02  6.987033E-04  1.042691E-06  1.698611E-04  1.605384E+06  2.067315E-43  2.840355E+13  1.921032E+09  3.762767E-18  1.320923E+02  1.510015E+06  8.518766E-84  7.187515E-95  1.428263E-86  8.005056E-18  7.901339E+00  2.194848E+04  1.551592E-23  8.240943E-31  7.120048E-02  3.255273E-08  1.767619E-04  2.604525E-14  1.008839E-33  5.222682E-52  1.823526E-46  9.028105E-24  1.134495E-24  4.615514E-16  3.100715E+05  1.194213E+08  7.718547E-07  4.797117E+02  1.922447E-12  1.720748E-03  8.321444E-15  5.878211E-17  1.282972E-04  7.914313E-16  2.374695E+01  6.136528E+02  6.300632E+06  3.218286E+06  3.517877E+03  4.216455E+06  2.618415E+03  1.914657E-74  6.637914E-05  4.110404E+01  1.317496E+03  2.181106E-08  1.476274E-01  3.776275E+03  1.890382E+03  1.310087E-03  2.776508E-06  9.816028E-30  3.387167E-16  1.768200E-13  2.022161E-21  5.119760E-27  4.696654E-16  3.829358E-61  1.000000E-99  1.158992E+02  4.835717E+05
  2.629011E+02  3.419674E+00  7.334206E+02  5.682885E+13  6.085802E-04  1.436111E+00  2.197314E-17  4.961271E-86  9.309097E+07  2.351599E+00  4.680240E-01  6.026087E-01  3.887865E+03  2.239190E+02  6.923086E+03  1.014304E+03  7.597185E-07  5.208428E-05  1.688943E-30  6.568222E+08  1.276165E-02  1.729919E-12  1.584183E-20  6.540443E-07  4.334844E+03  1.395435E-08  1.316541E-06  1.114800E-10  5.189352E-19  1.148493E-02  6.509309E-04  9.236371E-07  1.550478E-04  1.557618E+06  1.381181E-43  2.840406E+13  1.921049E+09  3.612276E-18  1.194238E+02  1.278612E+06  8.664852E-84  7.162698E-95  1.394548E-86  8.005669E-18  8.062169E+00  2.194240E+04  1.649290E-23  8.941053E-31  7.050303E-02  3.345236E-08  1.792427E-04  2.571666E-14  1.046919E-33  4.948578E-52  1.854245E-46  8.011606E-24  1.206401E-24  4.779169E-16  3.156898E+05  1.191274E+08  7.858432E-07  4.739700E+02  2.075810E-12  1.788088E-03  8.666169E-15  5.937603E-17  1.300537E-04  7.860503E-16  2.358530E+01  6.138172E+02  6.222592E+06  3.198140E+06  3.607143E+03  4.266230E+06  2.583823E+03  1.882771E-74  6.573508E-05  3.836442E+01  1.213411E+03  1.850079E-08  1.297296E-01  3.274532E+03  1.848916E+03  1.264402E-03  2.644232E-06  8.902962E-30  3.410658E-16  1.756899E-13  1.982663E-21  4.953351E-27  4.713476E-16  3.816026E-61  1.000000E-99  1.182917E+02  4.835737E+05
  4.931957E+02  3.419739E+00  7.334210E+02  5.682989E+13  5.755045E-04  1.243187E+00  2.397076E-17  5.308902E-86  7.181625E+07  1.873868E+00  3.852199E-01  6.093211E-01  3.805906E+03  2.242224E+02  6.711589E+03  9.285531E+02  7.280104E-07  4.894947E-05  1.358409E-30  6.012925E+08  1.283202E-02  1.693480E-12  1.559494E-20  6.686662E-07  3.595960E+03  1.277471E-08  1.311005E-06  1.080759E-10  5.059057E-19  1.151558E-02  5.769165E-04  7.493792E-07  1.330399E-04  1.472229E+06  6.811728E-44  2.840496E+13  1.921084E+09  3.385994E-18  1.000800E+02  9.633690E+05  8.902337E-84  7.124183E-95  1.342845E-86  8.006716E-18  8.323129E+00  2.193081E+04  1.816771E-23  1.017391E-30  6.882176E-02  3.492775E-08  1.832416E-04  2.520499E-14  1.110228E-33  4.505384E-52  1.904038E-46  6.557711E-24  1.329850E-24  5.047905E-16  3.246144E+05  1.185930E+08  8.080665E-07  4.608274E+02  2.341623E-12  1.899167E-03  9.241371E-15  6.033182E-17  1.328843E-04  7.775784E-16  2.333067E+01  6.140786E+02  6.100916E+06  3.166230E+06  3.751216E+03  4.344031E+06  2.530010E+03  1.833518E-74  6.472578E-05  3.404024E+01  1.054175E+03  1.396344E-08  1.045488E-01  2.583854E+03  1.776599E+03  1.189608E-03  2.435909E-06  7.555308E-30  3.448172E-16  1.739151E-13  1.921702E-21  4.700896E-27  4.740052E-16  3.795280E-61  1.000000E-99  1.221866E+02  4.835786E+05
  9.537849E+02  3.419868E+00  7.334220E+02  5.683197E+13  5.193601E-04  9.667740E-01  2.710625E-17  5.844693E-86  4.827064E+07  1.318771E+00  2.838656E-01  6.187931E-01  3.691338E+03  2.246442E+02  6.422016E+03  8.002323E+02  6.848120E-07  4.481466E-05  9.741129E-31  5.181930E+08  1.293079E-02  1.642563E-12  1.524404E-20  6.895609E-07  2.622890E+03  1.100951E-08  1.303349E-06  1.034163E-10  4.878702E-19  1.155805E-02  4.748506E-04  5.315250E-07  1.045821E-04  1.327434E+06  2.071758E-44  2.840652E+13  1.921154E+09  3.088913E-18  7.432367E+01  6.117285E+05  9.253140E-84  7.071748E-95  1.273034E-86  8.008423E-18  8.706006E+00  2.190852E+04  2.083721E-23  1.221924E-30  6.495367E-02  3.713547E-08  1.891220E-04  2.451479E-14  1.206683E-33  3.853390E-52  1.977166E-46  4.795316E-24  1.527200E-24  5.447303E-16  3.371418E+05  1.176351E+08  8.392703E-07  4.318418E+02  2.769055E-12  2.065321E-03  1.012189E-14  6.171168E-17  1.369774E-04  7.655295E-16  2.296821E+01  6.144572E+02  5.933443E+06  3.121290E+06  3.959949E+03  4.451564E+06  2.456188E+03  1.766679E-74  6.332641E-05  2.796997E+01  8.408447E+02  8.883495E-09  7.478701E-02  1.794216E+03  1.657463E+03  1.077391E-03  2.141600E-06  5.839780E-30  3.502577E-16  1.714897E-13  1.839512E-21  4.368257E-27  4.777384E-16  3.766881E-61  1.000000E-99  1.279409E+02  4.835906E+05
  1.874963E+03  3.420127E+00  7.334240E+02  5.683613E+13  4.571270E-04  7.066917E-01  3.157940E-17  6.595434E-86  2.813324E+07  8.143642E-01  1.857254E-01  6.303639E-01  3.549092E+03  2.251538E+02  6.075045E+03  6.647079E+02  6.329986E-07  4.009928E-05  6.422402E-31  4.304234E+08  1.305081E-02  1.579399E-12  1.479507E-20  7.154854E-07  1.671727E+03  9.145364E-09  1.294282E-06  9.783611E-11  4.658675E-19  1.160892E-02  3.722882E-04  3.460999E-07  7.738854E-05  1.166553E+06  4.691366E-45  2.840920E+13  1.921295E+09  2.752413E-18  5.127268E+01  3.323870E+05  9.720509E-84  7.011498E-95  1.191251E-86  8.011165E-18  9.205879E+00  2.186482E+04  2.473971E-23  1.537309E-30  6.043747E-02  4.012971E-08  1.971114E-04  2.377016E-14  1.339687E-33  3.172235E-52  2.073456E-46  3.108863E-24  1.817467E-24  5.968907E-16  3.518886E+05  1.158849E+08  8.760275E-07  3.966148E+02  3.386135E-12  2.284046E-03  1.134112E-14  6.345151E-17  1.421438E-04  7.498320E-16  2.249520E+01  6.149678E+02  5.735597E+06  3.066632E+06  4.223670E+03  4.579421E+06  2.369356E+03  1.689260E-74  6.165848E-05  2.070328E+01  6.002942E+02  4.527419E-09  4.719407E-02  1.092015E+03  1.477175E+03  9.261570E-04  1.775658E-06  4.014369E-30  3.575155E-16  1.688272E-13  1.746755E-21  4.000857E-27  4.822810E-16  3.733837E-61  1.000000E-99  1.355660E+02  4.836183E+05
  2.127921E+03  3.420199E+00  7.334245E+02  5.683727E+13  4.511633E-04  6.802492E-01  3.256728E-17  6.760138E-86  2.515851E+07  7.369060E-01  1.700555E-01  6.326363E-01  3.520082E+03  2.252539E+02  6.006437E+03  6.483253E+02  6.226787E-07  3.919769E-05  5.975631E-31  4.198119E+08  1.307432E-02  1.566527E-12  1.470104E-20  7.206257E-07  1.532695E+03  8.920076E-09  1.292545E-06  9.673325E-11  4.614498E-19  1.161882E-02  3.588558E-04  3.253782E-07  7.372124E-05  1.150863E+06  3.841505E-45  2.840989E+13  1.921334E+09  2.688410E-18  4.877438E+01  2.968262E+05  9.820165E-84  7.000300E-95  1.175383E-86  8.011840E-18  9.310126E+00  2.185288E+04  2.561878E-23  1.610874E-30  6.032078E-02  4.077693E-08  1.988768E-04  2.364642E-14  1.368557E-33  3.088768E-52  2.093762E-46  2.841557E-24  1.883213E-24  6.075855E-16  3.546173E+05  1.154134E+08  8.828346E-07  3.944511E+02  3.520944E-12  2.329112E-03  1.160601E-14  6.380098E-17  1.431813E-04  7.464577E-16  2.239340E+01  6.150806E+02  5.697633E+06  3.055946E+06  4.276584E+03  4.604079E+06  2.352743E+03  1.674618E-74  6.133671E-05  1.932475E+01  5.563714E+02  3.889053E-09  4.290757E-02  9.858232E+02  1.436738E+03  8.944626E-04  1.702807E-06  3.691676E-30  3.590982E-16  1.683782E-13  1.729849E-21  3.934225E-27  4.831724E-16  3.727609E-61  1.000000E-99  1.371786E+02  4.836264E+05
  2.633836E+03  3.420341E+00  7.334256E+02  5.683955E+13  4.422912E-04  6.407118E-01  3.429976E-17  7.049086E-86  2.067824E+07  6.179367E-01  1.454858E-01  6.363762E-01  3.470658E+03  2.254196E+02  5.891678E+03  6.229525E+02  6.052887E-07  3.771227E-05  5.300403E-31  4.033758E+08  1.311302E-02  1.544606E-12  1.453828E-20  7.291162E-07  1.314773E+03  8.571201E-09  1.289729E-06  9.488914E-11  4.539945E-19  1.163508E-02  3.379817E-04  2.944369E-07  6.805659E-05  1.127323E+06  2.790033E-45  2.841121E+13  1.921411E+09  2.583252E-18  4.502763E+01  2.439765E+05  9.993245E-84  6.982543E-95  1.149135E-86  8.013126E-18  9.488180E+00  2.182904E+04  2.717825E-23  1.743577E-30  6.025863E-02  4.190870E-08  2.020325E-04  2.347060E-14  1.418928E-33  2.959705E-52  2.128757E-46  2.424055E-24  2.000291E-24  6.255103E-16  3.588720E+05  1.144826E+08  8.934554E-07  3.912877E+02  3.753200E-12  2.404792E-03  1.206784E-14  6.438244E-17  1.449061E-04  7.405006E-16  2.221353E+01  6.152831E+02  5.635852E+06  3.038421E+06  4.364428E+03  4.644333E+06  2.325748E+03  1.650971E-74  6.081212E-05  1.705452E+01  4.853360E+02  2.959258E-09  3.628423E-02  8.240060E+02  1.364457E+03  8.396700E-04  1.580041E-06  3.178470E-30  3.619079E-16  1.677337E-13  1.703366E-21  3.829295E-27  4.846413E-16  3.717623E-61  1.000000E-99  1.399601E+02  4.836431E+05
  3.645666E+03  3.420626E+00  7.334277E+02  5.684412E+13  4.318299E-04  5.924725E-01  3.703140E-17  7.507802E-86  1.509545E+07  4.649309E-01  1.128144E-01  6.416057E-01  3.395161E+03  2.256564E+02  5.722639E+03  5.901178E+02  5.791893E-07  3.557571E-05  4.451454E-31  3.821018E+08  1.316723E-02  1.511155E-12  1.428186E-20  7.410396E-07  1.025067E+03  8.119861E-09  1.285913E-06  9.217476E-11  4.428200E-19  1.165791E-02  3.106677E-04  2.563403E-07  6.069846E-05  1.098921E+06  1.807634E-45  2.841376E+13  1.921565E+09  2.432771E-18  4.039942E+01  1.791781E+05  1.026517E-83  6.959809E-95  1.111322E-86  8.015523E-18  9.757608E+00  2.178152E+04  2.969287E-23  1.963355E-30  6.049151E-02  4.370861E-08  2.073253E-04  2.332090E-14  1.498148E-33  2.793349E-52  2.182839E-46  1.872359E-24  2.190603E-24  6.512294E-16  3.639567E+05  1.126552E+08  9.061739E-07  3.873637E+02  4.100138E-12  2.513661E-03  1.279180E-14  6.521087E-17  1.473566E-04  7.307088E-16  2.191747E+01  6.156261E+02  5.551132E+06  3.014126E+06  4.488667E+03  4.699883E+06  2.288818E+03  1.619011E-74  6.009154E-05  1.381384E+01  3.868077E+02  1.879555E-09  2.768497E-02  6.186213E+02  1.246254E+03  7.546706E-04  1.397346E-06  2.485800E-30  3.665635E-16  1.671648E-13  1.670460E-21  3.695220E-27  4.867059E-16  3.704456E-61  1.000000E-99  1.442597E+02  4.836776E+05
  5.669327E+03  3.421195E+00  7.334320E+02  5.685325E+13  4.236572E-04  5.486057E-01  4.063982E-17  8.133571E-86  9.634377E+06  3.083319E-01  7.773499E-02  6.469664E-01  3.294862E+03  2.259213E+02  5.514211E+03  5.571764E+02  5.453761E-07  3.302479E-05  3.608043E-31  3.607468E+08  1.322354E-02  1.466808E-12  1.392024E-20  7.532586E-07  7.145791E+02  7.667442E-09  1.282332E-06  8.883354E-11  4.285403E-19  1.168213E-02  2.823350E-04  2.198958E-07  5.309215E-05  1.075028E+06  1.139771E-45  2.841865E+13  1.921874E+09  2.254860E-18  3.600337E+01  1.165234E+05  1.063785E-83  6.942684E-95  1.066879E-86  8.019949E-18  1.009478E+01  2.168717E+04  3.317238E-23  2.279200E-30  6.137486E-02  4.622876E-08  2.157227E-04  2.349053E-14  1.604589E-33  2.628630E-52  2.254780E-46  1.285322E-24  2.458771E-24  6.782120E-16  3.661951E+05  1.090915E+08  9.118707E-07  3.822273E+02  4.480548E-12  2.628048E-03  1.375283E-14  6.608955E-17  1.499265E-04  7.156520E-16  2.146121E+01  6.161803E+02  5.467469E+06  2.989901E+06  4.616671E+03  4.755628E+06  2.252522E+03  1.588530E-74  5.938255E-05  1.003770E+01  2.765231E+02  9.604222E-10  1.876828E-02  4.125758E+02  1.077423E+03  6.419521E-04  1.169457E-06  1.740929E-30  3.738888E-16  1.677437E-13  1.649327E-21  3.589712E-27  4.888712E-16  3.693208E-61  1.000000E-99  1.499184E+02  4.837497E+05
  6.598414E+03  3.421457E+00  7.334339E+02  5.685745E+13  4.220629E-04  5.378684E-01  4.177486E-17  8.341155E-86  8.231811E+06  2.666442E-01  6.803888E-02  6.481284E-01  3.261239E+03  2.259909E+02  5.449914E+03  5.484293E+02  5.342582E-07  3.225614E-05  3.385198E-31  3.550717E+08  1.323619E-02  1.451975E-12  1.379159E-20  7.558691E-07  6.277648E+02  7.547460E-09  1.281705E-06  8.780504E-11  4.239520E-19  1.168788E-02  2.745887E-04  2.104782E-07  5.101805E-05  1.069679E+06  1.003487E-45  2.842085E+13  1.922016E+09  2.201839E-18  3.487672E+01  1.003693E+05  1.076462E-83  6.941924E-95  1.053963E-86  8.021892E-18  1.019695E+01  2.164419E+04  3.432872E-23  2.387278E-30  6.175300E-02  4.710412E-08  2.190564E-04  2.369351E-14  1.639415E-33  2.586044E-52  2.278499E-46  1.124212E-24  2.549865E-24  6.840299E-16  3.651826E+05  1.074881E+08  9.094067E-07  3.796756E+02  4.564195E-12  2.652633E-03  1.406149E-14  6.629009E-17  1.504973E-04  7.098360E-16  2.128467E+01  6.164029E+02  5.450453E+06  2.984987E+06  4.643874E+03  4.767361E+06  2.245202E+03  1.582790E-74  5.924105E-05  8.929913E+00  2.451696E+02  7.549226E-10  1.637166E-02  3.586622E+02  1.019232E+03  6.052485E-04  1.098869E-06  1.537033E-30  3.767881E-16  1.684686E-13  1.650919E-21  3.581088E-27  4.893680E-16  3.691821E-61  1.000000E-99  1.517480E+02  4.837836E+05
  8.456587E+03  3.421980E+00  7.334379E+02  5.686583E+13  4.204849E-04  5.240452E-01  4.343345E-17  8.665099E-86  6.356518E+06  2.096914E-01  5.448777E-02  6.490465E-01  3.206931E+03  2.260745E+02  5.353718E+03  5.365241E+02  5.165274E-07  3.112174E-05  3.080785E-31  3.473404E+08  1.324726E-02  1.428063E-12  1.357344E-20  7.578167E-07  5.054852E+02  7.384388E-09  1.281542E-06  8.626965E-11  4.168159E-19  1.169368E-02  2.638103E-04  1.977760E-07  4.813313E-05  1.063272E+06  8.406276E-46  2.842519E+13  1.922299E+09  2.124407E-18  3.336927E+01  7.860502E+04  1.096984E-83  6.948016E-95  1.035814E-86  8.025691E-18  1.034342E+01  2.155885E+04  3.611954E-23  2.558007E-30  6.238694E-02  4.854671E-08  2.252185E-04  2.424766E-14  1.693177E-33  2.530101E-52  2.315922E-46  9.000326E-25  2.694141E-24  6.882981E-16  3.609699E+05  1.043337E+08  8.990300E-07  3.737781E+02  4.624267E-12  2.670365E-03  1.452769E-14  6.646806E-17  1.509684E-04  6.993379E-16  2.096567E+01  6.168152E+02  5.439245E+06  2.981881E+06  4.663476E+03  4.776001E+06  2.240513E+03  1.580065E-74  5.915538E-05  7.334972E+00  2.009009E+02  5.068421E-10  1.308007E-02  2.858579E+02  9.259502E+02  5.486016E-04  9.936884E-07  1.256751E-30  3.821522E-16  1.704567E-13  1.666608E-21  3.606746E-27  4.898254E-16  3.693093E-61  1.000000E-99  1.545610E+02  4.838522E+05
